Drug Name,gene_name,entrez
to-901317,NR1I2,8856
"(2r)-4-[(8r)-8-methyl-2-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[1,5-a]pyrazin-7(8h)-yl]-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",DPP4,1803
"1,1,1,3,3,3-hexafluoro-2-{4-[(2,2,2-trifluoroethyl)amino]phenyl}propan-2-ol",NR1H2,7376
beta-phenyl-d-phenylalanyl-n-propyl-l-prolinamide,F2,2147
"4-[(1s,2s,5s)-5-(hydroxymethyl)-8-methyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",NCOA2,10499
"4-[(1s,2s,5s)-5-(hydroxymethyl)-8-methyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",ESR1,2099
"4-[(1s,2s,5s,9r)-5-(hydroxymethyl)-8,9-dimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",ESR1,2099
"4-[(1s,2s,5s,9r)-5-(hydroxymethyl)-8,9-dimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",NCOA2,10499
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,PRSS1,5644
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,F2,2147
n-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,BACE1,23621
(3s)-n-(3-chloro-2-methylphenyl)-1-cyclohexyl-5-oxopyrrolidine-3-carboxamide,inhA,3623
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,PRSS1,5644
(s)-n-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,F2,2147
"(2s,3s)-3-amino-4-(3,3-difluoropyrrolidin-1-yl)-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-6-ylcyclohexyl)butanamide",DPP4,1803
"{3-[(5-chloro-1,3-benzothiazol-2-yl)methyl]-2,4-dioxo-3,4-dihydropyrimidin-1(2h)-yl}acetic acid",AKR1B1,231
"1-(2,2'-bithiophen-5-yl)methanamine",LTA4H,4048
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,PRSS1,5644
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,F2,2147
"6-amino-benzo[de]isoquinoline-1,3-dione",PARP1,142
n-[4-(benzyloxy)phenyl]glycinamide,LTA4H,4048
"4-chloro-6-(4-piperazin-1-yl-1h-pyrazol-5-yl)benzene-1,3-diol",HSP90AA1,3320
pd-0325901,MAP2K1,5604
(2s)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,LTA4H,4048
4-amino-n-[4-(benzyloxy)phenyl]butanamide,LTA4H,4048
2-[2-(4-chloro-phenylsulfanyl)-acetylamino]-3-(4-guanidino-phenyl)-propionamide,F2,2147
skf-91488,HNMT,3176
(1s)-2-(1h-indol-3-yl)-1-[({5-[(e)-2-pyridin-4-ylvinyl]pyridin-3-yl}oxy)methyl]ethylamine,PRKACA,5566
(1s)-2-(1h-indol-3-yl)-1-[({5-[(e)-2-pyridin-4-ylvinyl]pyridin-3-yl}oxy)methyl]ethylamine,PKIA,5569
"4'-fluoro-1,1'-biphenyl-4-carboxylic acid",BCL2L1,598
4-(4-fluorobenzyl)piperidine,BACE1,23621
"(4s,5e,7z,10z,13z,16z,19z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",PPARG,5468
n-[(4-hydroxy-8-iodoisoquinolin-3-yl)carbonyl]glycine,EGLN1,54583
"(2s)-6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2-(3,5-difluorophenyl)-4-(3-methoxypropyl)-2h-1,4-benzoxazin-3(4h)-one",REN,5972
"n-(4-chlorobenzyl)-n-methylbenzene-1,4-disulfonamide",CA13,377677
1-(2-deoxy-5-o-phosphono-beta-d-erythro-pentofuranosyl)-4-methyl-1h-indole,UNG,7374
"5-(4-phenoxyphenyl)-5-(4-pyrimidin-2-ylpiperazin-1-yl)pyrimidine-2,4,6(2h,3h)-trione",MMP9,4318
1-chloro-6-(4-hydroxyphenyl)-2-naphthol,NCOA1,8648
1-chloro-6-(4-hydroxyphenyl)-2-naphthol,ESR2,2100
"3-carbamimidamido-1,1-diphenylurea",F2,2147
"4-({4-[(4-aminobut-2-ynyl)oxy]phenyl}sulfonyl)-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide",ADAM17,6868
1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,PLAU,5328
n-(4-methylbenzoyl)-4-benzylpiperidine,inhA,3623
"(2s)-1-(6h-indol-3-yl)-3-{[5-(7h-pyrazolo[3,4-c]pyridin-5-yl)pyridin-3-yl]oxy}propan-2-amine",PRKACA,5566
"4-(6-{[(1r)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid",DAPK3,1613
o6-cyclohexylmethoxy-2-(4'-sulphamoylanilino) purine,CCNA2,890
o6-cyclohexylmethoxy-2-(4'-sulphamoylanilino) purine,CDK2,1017
"{4-[2,2-bis(5-methyl-1,2,4-oxadiazol-3-yl)-3-phenylpropyl]phenyl}sulfamic acid",PTPRB,5787
"n7-butyl-n2-(5-chloro-2-methylphenyl)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2,7-diamine",F2,2147
"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",PLAU,5328
4-bromo-3-(carboxymethoxy)-5-phenylthiophene-2-carboxylic acid,PTPN1,5770
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,PRSS1,5644
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,F2,2147
1-{2-oxo-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-5-yl}urea,PDPK1,5170
d-phenylalanyl-n-(3-methylbenzyl)-l-prolinamide,F2,2147
"5-(4-chloro-5-phenyl-3-thienyl)-1,2,5-thiadiazolidin-3-one 1,1-dioxide",PTPN1,5770
"(2s,3s)-3-amino-4-[(3s)-3-fluoropyrrolidin-1-yl]-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-5-ylcyclohexyl)butanamide",DPP4,1803
bx-528,CPB1,1360
(2s)-n-[(3e)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,CCNA2,890
(2s)-n-[(3e)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,CDK2,1017
neflamapimod,MAPK14,1432
3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,AKR1B1,231
"5-[(3r)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",DHFR,1719
"5-[(3r)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",DHFR,1719
"5-[(3r)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",DHFR,1719
d-phenylalanyl-n-benzyl-l-prolinamide,F2,2147
"5-[(3r)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",DHFR,1719
(2r)-n-hydroxy-2-[(3s)-3-methyl-3-{4-[(2-methylquinolin-4-yl)methoxy]phenyl}-2-oxopyrrolidin-1-yl]propanamide,ADAM17,6868
"2,3-diphenyl-n-(2-piperazin-1-ylethyl)furo[2,3-b]pyridin-4-amine",LCK,3932
"methyl (1r,2s)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",ADAM17,6868
"(6s)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6h)-one",PREP,5550
"(7s)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one",GSK3B,2932
4-(4-hydroxyphenyl)-1-naphthaldehyde oxime,NCOA1,8648
4-(4-hydroxyphenyl)-1-naphthaldehyde oxime,ESR2,2100
4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5h)-one,PIM1,5292
n-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1h-imidazol-2-yl]acetamide,TGFBR1,7046
"(3r)-4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-methyl-1,4-diazepan-2-one",DPP4,1803
(3s)-1-cyclohexyl-5-oxo-n-phenylpyrrolidine-3-carboxamide,inhA,3623
"(4z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2h,4h)-dione",IGF1R,3480
"(5r,6s,8s)-8-[3-(aminomethyl)phenyl]-6-hydroxy-5-isopropyl-3-oxo-1-phenyl-2,7-dioxa-4-aza-6-phosphanonan-9-oic acid 6-oxide",CPB1,1360
"5-ethyl-3-methyl-1,5-dihydro-4h-pyrazolo[4,3-c]quinolin-4-one",CHEK1,1111
tamatinib,SYK,6850
"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucine",CTSB,1508
5-phenyl-1h-indazol-3-amine,JAK2,3717
4-(3-amino-1h-indazol-5-yl)-n-tert-butylbenzenesulfonamide,JAK2,3717
5-[(2-aminoethyl)amino]-6-fluoro-3-(1h-pyrrol-2-yl)benzo[cd]indol-2(1h)-one,CDK2,1017
"n-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",CCNA2,890
"n-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",CDK2,1017
n-(5-chloro-benzo[b]thiophen-3-ylmethyl)-2-[6-chloro-oxo-3-(2-pyridin-2-yl-ethylamino)-2h-pyrazin-1-yl]-acetamide,F2,2147
5-cyano-furan-2-carboxylic acid [5-hydroxymethyl-2-(4-methyl-piperidin-1-yl)-phenyl]-amide,CSF1R,1436
[4-({4-[(5-cyclopropyl-1h-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,CAMK2B,816
"5-(2-hydroxyethyl)nonane-1,9-diol",ECE1,1889
"(5r,6e,8z,11z,14z,17z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",PPARG,5468
"7-(5-deoxy-beta-d-ribofuranosyl)-5-iodo-7h-pyrrolo[2,3-d]pyrimidin-4-amine",ADK,132
"6-(2,4-diamino-6-ethylpyrimidin-5-yl)-4-(3-methoxypropyl)-2,2-dimethyl-2h-1,4-benzoxazin-3(4h)-one",REN,5972
n-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide,BACE1,23621
"(5e,13e)-11-hydroxy-9,15-dioxoprosta-5,13-dien-1-oic acid",PTGR1,22949
"(5e,13e)-11-hydroxy-9,15-dioxoprosta-5,13-dien-1-oic acid",PTGR2,145482
5-pentyl-2-phenoxyphenol,inhA,3623
"3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide",CDK2,1017
"5-[(z)-(5-chloro-2-oxo-1,2-dihydro-3h-indol-3-ylidene)methyl]-n,2,4-trimethyl-1h-pyrrole-3-carboxamide",NEK2,4751
"4'-[(1r)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide",DPP4,1803
(2s)-2-(3-carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic acid,CPB1,1360
n-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide,KDR,3791
"4-(4-methylpiperazin-1-yl)-n-[5-(2-thienylacetyl)-1,5-dihydropyrrolo[3,4-c]pyrazol-3-yl]benzamide",AURKA,6790
"4-(4-methylpiperazin-1-yl)-n-[5-(2-thienylacetyl)-1,5-dihydropyrrolo[3,4-c]pyrazol-3-yl]benzamide",PLK1,5347
cp-744809,AKR1B1,231
"(3s)-1-cyclohexyl-n-(3,5-dichlorophenyl)-5-oxopyrrolidine-3-carboxamide",inhA,3623
"(1s,3r,6s)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",ADAM17,6868
3-cyclohexyl-d-alanyl-n-(3-chlorobenzyl)-l-prolinamide,F2,2147
(3s)-n-(3-bromophenyl)-1-cyclohexyl-5-oxopyrrolidine-3-carboxamide,inhA,3623
"(2r,3r)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine",DPP4,1803
"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-n-[(1s)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",SYK,6850
"4-[(1s,2s,5s)-5-(hydroxymethyl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",ESR1,2099
"4-[(1s,2s,5s)-5-(hydroxymethyl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",NCOA2,10499
n-methyl-1-(2-thiophen-2-ylphenyl)methanamine,LTA4H,4048
4-bromo-3-(carboxymethoxy)-5-(4-hydroxyphenyl)thiophene-2-carboxylic acid,PTPN1,5770
5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-carbonitrile,ESR2,2100
5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-carbonitrile,NCOA1,8648
6-chloro-3-(3-methylisoxazol-5-yl)-4-phenylquinolin-2(1h)-one,CSF1R,1436
6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,CCNA2,890
6-cyclohexylmethoxy-2-(3'-chloroanilino) purine,CDK2,1017
"(1s)-1-(1h-indol-3-ylmethyl)-2-(2-pyridin-4-yl-[1,7]naphtyridin-5-yloxy)-ehylamine",PKIA,5569
"(1s)-1-(1h-indol-3-ylmethyl)-2-(2-pyridin-4-yl-[1,7]naphtyridin-5-yloxy)-ehylamine",PRKACA,5566
6-[2-(1h-indol-6-yl)ethyl]pyridin-2-amine,BACE1,23621
2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,F7,2155
2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,F3,2152
"(8e,10s,12z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",PPARG,5468
"(8r,9z,12z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",PPARG,5468
"3-bromo-5-phenyl-n-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CDK2,1017
(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,F2,2147
(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,F10,2159
n-(7-carbamimidoyl-naphthalen-1-yl)-3-hydroxy-2-methyl-benzamide,F11,2160
"(5-{3-[5-(piperidin-1-ylmethyl)-1h-indol-2-yl]-1h-indazol-6-yl}-2h-1,2,3-triazol-4-yl)methanol",CHEK1,1111
gw-590735,NCOA1,8648
gw-590735,PPARA,5465
"(11s)-8-chloro-11-[1-(methylsulfonyl)piperidin-4-yl]-6-piperazin-1-yl-11h-benzo[5,6]cyclohepta[1,2-b]pyridine",FNTA,2339
"(11s)-8-chloro-11-[1-(methylsulfonyl)piperidin-4-yl]-6-piperazin-1-yl-11h-benzo[5,6]cyclohepta[1,2-b]pyridine",FNTB,2342
"n-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",MAPK10,5602
"6-chloro-9-hydroxy-1,3-dimethyl-1,9-dihydro-4h-pyrazolo[3,4-b]quinolin-4-one",MAPK8IP1,9479
"6-chloro-9-hydroxy-1,3-dimethyl-1,9-dihydro-4h-pyrazolo[3,4-b]quinolin-4-one",MAPK8,5599
"benzyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",CTSB,1508
"n-[5-(1,1-dioxidoisothiazolidin-2-yl)-1h-indazol-3-yl]-2-(4-piperidin-1-ylphenyl)acetamide",CDK2,1017
"(2,2-diphosphonoethyl)(dodecyl)dimethylphosphonium",GGPS1,9453
(3s)-n-(5-chloro-2-methylphenyl)-1-cyclohexyl-5-oxopyrrolidine-3-carboxamide,inhA,3623
"methyl n-({(2s,3s)-3-[(propylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-prolinate",CTSB,1508
"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-alanine",CTSB,1508
"n-{[(2s,3s)-3-(ethoxycarbonyl)oxiran-2-yl]carbonyl}-l-isoleucyl-l-isoleucine",CTSB,1508
"n-[4-(2-chlorophenyl)-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-c]carbazol-9-yl]formamide",WEE1,7465
l-778123,FNTA,2339
l-778123,FNTB,2342
l-778123,PGGT1B,5229
1-(5-chloro-2-methoxyphenyl)-3-{6-[2-(dimethylamino)-1-methylethoxy]pyrazin-2-yl}urea,CHEK1,1111
"3-{5-[amino(iminio)methyl]-1h-indol-2-yl}-5-methoxy-1,1'-biphenyl-2-olate",PRSS1,5644
3-bromo-6-hydroxy-2-(4-hydroxyphenyl)-1h-inden-1-one,ESR2,2100
3-bromo-6-hydroxy-2-(4-hydroxyphenyl)-1h-inden-1-one,NCOA1,8648
"n-({(2s,3s)-3-[(benzylamino)carbonyl]oxiran-2-yl}carbonyl)-l-isoleucyl-l-proline",CTSB,1508
veliparib,PARP1,142
veliparib,PARP2,10038
n-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-d-tryptophan,ADAM17,6868
"3-{[(1r)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione",MAPKAPK2,9261
"n-[(1s)-2-amino-1-(2,4-dichlorobenzyl)ethyl]-5-[2-(methylamino)pyrimidin-4-yl]thiophene-2-carboxamide",PRKACA,5566
3-(6-hydroxy-naphthalen-2-yl)-benzo[d]isooxazol-6-ol,ESR2,2100
3-(6-hydroxy-naphthalen-2-yl)-benzo[d]isooxazol-6-ol,NCOA1,8648
{4-[(2r)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone,LTA4H,4048
7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1h-benzimidazole-5-carbonitrile,DPP4,1803
"(4r)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",DAPK3,1613
"(4r)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",PIM1,5292
"(3-endo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl 1h-pyrrolo[2,3-b]pyridine-3-carboxylate",CHEK1,1111
"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",NOS3,4846
"5-{4-[(3,5-difluorobenzyl)amino]phenyl}-6-ethylpyrimidine-2,4-diamine",REN,5972
6-[2-(3'-methoxybiphenyl-3-yl)ethyl]pyridin-2-amine,BACE1,23621
"(2r)-2-amino-3,3,3-trifluoro-n-hydroxy-2-{[(4-phenoxyphenyl)sulfonyl]methyl}propanamide",MMP9,4318
"[2'-hydroxy-3'-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea",F7,2155
"[2'-hydroxy-3'-(1h-pyrrolo[3,2-c]pyridin-2-yl)-biphenyl-3-ylmethyl]-urea",F3,2152
"7-pyridin-2-yl-n-(3,4,5-trimethoxyphenyl)-7h-pyrrolo[2,3-d]pyrimidin-2-amine",PTK2,5747
"n-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",EPHB4,2050
"n'-(5-chloro-1,3-benzodioxol-4-yl)-n-(3,4,5- trimethoxyphenyl)pyrimidine-2,4-diamine",EPHB4,2050
"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",EPHB4,2050
"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",EPHB4,2050
"n'-(5-chloro-1,3-benzodioxol-4-yl)-n-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",EPHB4,2050
"n-[3-[[4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl]amino]phenyl]methanesulfonamide",EPHB4,2050
"n'-(5-chloro-1,3-benzodioxol-4-yl)-n-(3-morpholin-4-ylphenyl)pyrimidine-2,4-diamine",EPHB4,2050
"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzamide",EPHB4,2050
"4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2h,6h)-dione",WEE1,7465
(r)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol,LTA4H,4048
1-(4-thiophen-2-ylphenyl)methanamine,LTA4H,4048
n-benzyl-4-[(2r)-pyrrolidin-2-ylmethoxy]aniline,LTA4H,4048
"thieno[3,2-b]pyridine-2-sulfonic acid [1-(1-amino-isoquinolin-7-ylmethyl)-2-oxo-pyrroldin-3-yl]-amide",F10,2159
"[{2-bromo-4-[(2r)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",PTPN1,5770
(s)-n-(1-(3-chloro-4-fluorophenyl)-2-hydroxyethyl)-4-(4-(3-chlorophenyl)-1h-pyrazol-3-yl)-1h-pyrrole-2-carboxamide,MAPK1,5594
"3-(9-hydroxy-1,3-dioxo-4-phenyl-2,3-dihydropyrrolo[3,4-c]carbazol-6(1h)-yl)propanoic acid",WEE1,7465
aki-001,AURKA,6790
2-(6-methylpyridin-2-yl)-n-pyridin-4-ylquinazolin-4-amine,TGFBR1,7046
2-({2-[(3-hydroxyphenyl)amino]pyrimidin-4-yl}amino)benzamide,MAPK8,5599
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-[(1r)-1-{[(benzyloxy)carbonyl]amino}-2-methylpropyl](hydroxy)phosphoryl]propanoic acid,CPB1,1360
"n-[7-(3-aminophenyl)-5-methoxy-1,3-benzoxazol-2-yl]-2,5-dichlorobenzenesulfonamide",FBP1,2203
"4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one",DPP4,1803
"n-(4-amino-5-cyano-6-ethoxypyridin-2-yl)-2-(4-bromo-2,5-dimethoxyphenyl)acetamide",MAPK8IP1,9479
"n-(4-amino-5-cyano-6-ethoxypyridin-2-yl)-2-(4-bromo-2,5-dimethoxyphenyl)acetamide",MAPK8,5599
"n-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide",KDR,3791
"5-cyano-n-(2,5-dimethoxybenzyl)-6-ethoxypyridine-2-carboxamide",MAPK8IP1,9479
"5-cyano-n-(2,5-dimethoxybenzyl)-6-ethoxypyridine-2-carboxamide",MAPK8,5599
2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,F2,2147
2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,F10,2159
gw-813893,F2,2147
gw-813893,F10,2159
n-ethyl-n-isopropyl-3-methyl-5-{[(2s)-2-(pyridin-4-ylamino)propyl]oxy}benzamide,F2,2147
5-[4-(dimethylamino)phenyl]-6-[(6-morpholin-4-ylpyridin-3-yl)ethynyl]pyrimidin-4-amine,ADK,132
"n~3~-benzylpyridine-2,3-diamine",BACE1,23621
"n~3~-(3-pyridin-3-ylbenzyl)pyridine-2,3-diamine",BACE1,23621
"(3r)-4,4-difluoro-3-[(4-methoxyphenyl)sulfonyl]butanoic acid",MMP9,4318
bms-564929,AR,367
"2-(2,4-dichlorophenoxy)-5-(pyridin-2-ylmethyl)phenol",inhA,3623
n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,FLT1,2321
5-[3-(benzylamino)phenyl]-4-bromo-3-(carboxymethoxy)thiophene-2-carboxylic acid,PTPN1,5770
"4-(2-amino-1,3-thiazol-4-yl)phenol",LTA4H,4048
"3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid",RARG,5916
2-[(7-hydroxy-naphthalen-1-yl)-oxalyl-amino]-benzoic acid,PTPN1,5770
"5,6-diphenyl-n-(2-piperazin-1-ylethyl)furo[2,3-d]pyrimidin-4-amine",LCK,3932
"3-(carboxymethoxy)thieno[2,3-b]pyridine-2-carboxylic acid",PTPN1,5770
4-methyl-pentanoic acid {1-[4-guanidino-1-(thiazole-2-carbonyl)-butylcarbamoyl]-2-methyl-propyl}-amide,F11,2160
"2-(1h-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",PDPK1,5170
9(s)-hode,PPARG,5468
"n~3~-[3-(5-methoxypyridin-3-yl)benzyl]pyridine-2,3-diamine",BACE1,23621
ethyl 4-[(4-chloropyridin-2-yl)amino]piperidine-1-carboxylate,NOS2,4843
n-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,MAPK14,1432
5-bromo-2-{[(4-chlorophenyl)sulfonyl]amino}benzoic acid,METAP2,10988
"(5s)-2-{[(1s)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5h)-one",HSD11B1,3290
"18-chloro-11,12,13,14-tetrahydro-1h,10h-8,4-(azeno)-9,15,1,3,6-benzodioxatriazacycloheptadecin-2-one",CHEK1,1111
"2,5-dichloro-n-(5-chloro-1,3-benzoxazol-2-yl)benzenesulfonamide",FBP1,2203
5-methyl-2-[(phenylsulfonyl)amino]benzoic acid,METAP2,10988
"1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-cyanopyrazin-2-yl)urea",CHEK1,1111
"n-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-n-cyclopropyl-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",HSD11B1,3290
(3e)-3-[(phenylamino)methylidene]dihydrofuran-2(3h)-one,HSP90AA1,3320
